 roli r10 outer,80,,,,
dhupbatti rs20,15,,,,
garam masala rs10,8,,,,
Lux Soap Box,1861,,,,
Rajshree Rs.20,239,,,,
Rajshree Rs.40,324,,,,
Rajshree Rs.60,370,,,,
Kiya Supari Rs.630,315,,,,
Kiya Supari Rs.680,340,,,,
Kundan Sev 500g,62,,,,
Sugar S Size,2210,,,,
Coconut with Husk,18,,,,
Coconut Chocolate 50 Paise,49,,,,
Swastik Toor Dal,122,,,,
Mustard Oil 500 ml,79.5,,,,
Shanti Amla Rs.10,96,,,,
Shanti Amla Rs.20,192,,,,
Masoor Dal,87,,,,
Parle Rs.10 Box,649,,,,
Chakki Bidi,85,,,,
Bajaj Bulb,11,,,,
Melody Chocolate,136,,,,
Patanjali Milk Biscuit Rs.5,90,,,,
Toast,188,,,,
Varalakshmi Sabudana,36,,,,
Revdi,92,,,,
Babuji Pickle Masala 200g,170,,,,
Colgate Rs.20,16,,,,
Wheel Soap Rs.10,49,,,,
Santoor Soap,9,,,,
Lux Soap,9,,,,
Lifebuoy Soap,9,,,,
Ghadi 500g Sack,1350,,,,
Kundan Namkeen 500g,62,,,,
BPL Khatta Meetha Namkeen,62,,,,
Special Sher Bidi,358,,,,
Paheli Rs.20,260,,,,
Black Excel Cigarette,79,,,,
American Cigarette,179,,,,
Rajshree Rs.10,195,,,,
Bharat Zarda Lal Rs.5,44,,,,
Soni Gold Supari,269.5,,,,
Toor Dal Ghar Grihasti,110,,,,
Chironji,52,,,,
sarso 500ml,160,,,,
rui battiti,30,,,,
sarso oil 10rs,,,,,
Maida (मैदा) bag  500G,1140,,,,
agrwatti jhola,35,,,,
tanman 500g 1 katta,1350,,,,
khopra bhura,160,,,,
baba elaichi,45,,,,
